d_measured,depth,D,mean_branches,n_primary_dendrites,branch_angle,total_length,num_neurons
1.4394022,9.0,1.5327387,1.378356,5.0,0.24253474,877.8807,18.0
1.3146821,4.0,1.999791,1.5514098,7.0,1.4409083,111.008125,25.0
1.1568894,6.0,1.3146396,1.2625105,5.0,0.00013028002,71.057,11.0
1.1910847,11.0,1.6305164,1.2921437,7.0,0.47665864,105.00681,6.0
1.6302137,6.0,1.0741287,1.9797082,4.0,0.8073375,504.77603,22.0
1.1823981,4.0,1.897831,1.7622516,7.0,1.8643436,868.01044,23.0
1.5042913,7.0,1.2587278,1.7194282,4.0,0.40893388,357.26413,14.0
1.4053447,11.0,1.6052666,1.4027126,5.0,0.6313981,184.26187,21.0
1.4286367,9.0,1.449278,1.9487193,5.0,2.5596461,817.501,24.0
1.5755125,8.0,1.1023257,1.9782876,6.0,2.6915257,413.45728,30.0
1.5501907,5.0,1.2287437,1.8251139,6.0,2.7668931,907.23236,5.0
1.5230974,4.0,1.3073857,1.3015449,4.0,3.0493212,496.1364,12.0
1.5398558,8.0,1.0202235,1.2275629,8.0,1.8814363,268.1395,18.0
1.5448982,6.0,1.4120458,1.5677369,8.0,1.4892769,391.82718,20.0
1.6040933,8.0,1.3585984,1.7275099,6.0,2.3402257,665.8514,9.0
1.5210638,3.0,1.5490041,1.579104,4.0,1.1912601,527.8961,26.0
1.4804902,4.0,1.9483372,1.3119879,3.0,2.8897772,553.2448,16.0
1.5507752,5.0,1.8400228,1.4133502,4.0,2.2995327,868.90265,8.0
1.5124338,8.0,1.6574309,1.9374951,5.0,0.888879,436.53293,6.0
1.3276552,3.0,1.4612749,1.8744087,7.0,2.7988398,882.0194,27.0
1.5931238,9.0,1.0454009,1.4919004,6.0,1.1354823,197.21748,28.0
1.518021,3.0,1.3605012,1.6474726,4.0,0.3853484,559.82855,26.0
1.5468595,4.0,1.5117333,1.5969801,6.0,1.1556596,924.84283,12.0
1.285101,9.0,1.2728685,1.8357815,7.0,0.14991166,986.858,25.0
1.3508722,9.0,1.8116375,1.7488048,6.0,1.7294828,648.6231,16.0
1.446893,8.0,1.848853,1.518906,7.0,0.2275383,455.1137,9.0
1.3521707,9.0,1.4126258,1.6160749,8.0,2.9341154,721.0232,23.0
0.92707294,10.0,1.9923348,1.9214352,5.0,0.6938008,969.8402,26.0
1.4803169,5.0,1.8913517,1.6938758,3.0,0.5813891,993.95087,4.0
1.3632767,9.0,1.2458628,1.2720044,3.0,0.3488675,212.86548,15.0
1.443912,5.0,1.0746716,1.7774601,3.0,1.8563263,158.00412,27.0
1.345226,10.0,1.1583846,1.6317575,5.0,0.33121976,269.6799,6.0
1.3097507,4.0,1.595897,1.4871676,5.0,1.3449042,986.268,29.0
1.4570149,4.0,1.8083692,1.6206774,4.0,2.5557117,786.8085,5.0
1.3602889,5.0,1.5894706,1.5350691,7.0,2.5109305,716.03064,23.0
1.5445414,3.0,1.3406837,1.2396256,7.0,2.826029,988.5718,9.0
1.4188901,8.0,1.8842384,1.3058327,8.0,0.99271315,311.36365,9.0
1.5985624,4.0,1.0492067,1.709694,4.0,1.8573772,623.2357,23.0
1.3190845,9.0,1.4501858,1.0773923,3.0,1.0055994,137.29219,26.0
1.2809404,10.0,1.633579,1.8147237,5.0,0.040909108,152.49062,13.0
1.082305,7.0,1.0860777,1.2974807,4.0,0.9013449,70.90747,15.0
1.504549,11.0,1.4707388,1.7839559,7.0,1.9483933,429.5208,15.0
1.3238298,7.0,1.4790477,1.3696246,7.0,0.23796332,157.60886,8.0
1.4595566,4.0,1.6834774,1.273135,6.0,1.4595071,343.57608,7.0
1.1541575,7.0,1.6874667,1.7422787,8.0,2.8748338,53.77369,25.0
1.3806742,8.0,1.8907771,1.9044901,5.0,1.186968,276.85394,13.0
1.5353659,5.0,1.3344182,1.2628175,5.0,2.7690456,232.58727,29.0
1.4673725,8.0,1.6210037,1.268349,6.0,0.89859354,864.2036,12.0
1.4670293,7.0,1.8579547,1.7388058,6.0,1.5109172,281.8711,16.0
1.4399105,10.0,1.768972,1.788186,8.0,2.9473562,605.5216,7.0
1.6779071,9.0,1.144804,1.6434019,4.0,0.7805553,992.08527,12.0
1.513948,10.0,1.2491165,1.5974933,5.0,0.94017905,589.12805,24.0
1.4728009,5.0,1.9084382,1.2982239,4.0,0.25885868,947.6418,14.0
1.4466649,5.0,1.090234,1.2019297,8.0,0.8330408,665.3849,26.0
1.3380455,8.0,1.2843776,1.9039197,5.0,0.30897057,115.10799,23.0
1.5211996,5.0,1.7700495,1.3677102,7.0,1.2142205,685.7475,10.0
1.675223,9.0,1.0831922,1.5203159,6.0,1.4021227,701.6753,4.0
1.1124438,11.0,1.3302188,1.7802694,3.0,1.8226169,100.4804,6.0
1.5558549,10.0,1.3006351,1.3326783,5.0,3.047698,844.5753,13.0
1.4476074,10.0,1.4070134,1.5751528,7.0,1.1721005,200.9459,21.0
1.5867823,8.0,1.6167793,1.8396618,7.0,0.9187217,618.84357,5.0
1.3723149,7.0,1.8582151,1.0456678,4.0,1.2344278,299.46823,5.0
1.3257295,10.0,1.8128877,1.8881474,5.0,1.1650704,262.41934,9.0
1.3043796,8.0,1.8224074,1.9395009,5.0,0.13373064,805.444,22.0
1.5467309,5.0,1.3931285,1.862812,8.0,2.9649236,605.7155,10.0
1.5715882,5.0,1.0944958,1.3289931,5.0,2.032829,669.0447,8.0
1.5263174,6.0,1.8651798,1.38133,7.0,2.1190279,596.05774,6.0
1.6181313,8.0,1.1831053,1.376556,4.0,1.3759766,334.5658,16.0
1.4073373,4.0,1.6100477,1.3167359,7.0,2.2426727,230.75763,13.0
1.6087967,6.0,1.5188392,1.896943,3.0,1.507669,683.07874,9.0
1.3066105,8.0,1.8376521,1.9504137,7.0,2.3717456,630.7824,18.0
1.4497507,9.0,1.4641293,1.1671764,5.0,2.7216475,472.02527,25.0
1.2044879,4.0,1.742073,1.8538876,6.0,1.399983,92.56399,16.0
1.3503066,11.0,1.7147341,1.0524827,5.0,1.0772021,154.22597,20.0
1.5697423,8.0,1.1722407,1.4341271,8.0,0.54547685,351.07336,17.0
1.4928472,3.0,1.4374274,1.1986153,5.0,0.437762,490.98175,15.0
1.461889,7.0,1.8317742,1.9719958,3.0,0.8741833,352.60892,23.0
1.3391352,5.0,1.7025969,1.6290803,8.0,1.8979905,885.82855,18.0
1.5250559,7.0,1.6652316,1.2734439,5.0,1.5514338,673.4465,6.0
1.6405843,8.0,1.5142498,1.7793119,6.0,1.6005332,628.88385,9.0
1.4580535,6.0,1.0078645,1.2392093,4.0,2.1539772,221.4268,18.0
1.1840465,9.0,1.741475,1.6069432,5.0,2.225083,640.01874,29.0
1.3772213,5.0,1.5625437,1.1146023,5.0,1.745195,199.09285,13.0
1.355421,10.0,1.8427719,1.3660417,4.0,1.6774305,194.86641,18.0
1.4874085,3.0,1.7260861,1.9201043,6.0,0.7266418,739.77545,15.0
1.2617575,10.0,1.9281644,1.6482306,5.0,2.196438,828.7074,16.0
1.5454175,4.0,1.6503675,1.0479199,6.0,1.466417,369.3792,13.0
1.1959307,9.0,1.9712186,1.915015,4.0,1.4296812,820.32434,23.0
1.4737355,5.0,1.6563115,1.0403585,6.0,1.2969875,391.31207,9.0
1.4960867,10.0,1.2551111,1.2372564,7.0,2.4082873,726.1675,13.0
1.4875416,7.0,1.386597,1.268709,7.0,0.030518837,497.81238,18.0
1.5426067,10.0,1.1380116,1.073925,5.0,1.2536991,252.94327,17.0
1.5883288,6.0,1.116966,1.081926,5.0,2.6812983,449.56265,21.0
1.3379078,8.0,1.1516887,1.6460428,6.0,1.5623617,111.53083,29.0
1.3457977,5.0,1.7728783,1.9594615,7.0,2.2049077,800.96124,21.0
1.6425785,7.0,1.0692396,1.2640197,7.0,1.0247012,429.91174,16.0
1.2945001,3.0,1.2901496,1.5216538,4.0,0.43679464,182.9619,12.0
1.1294293,6.0,1.9568691,1.9785603,8.0,2.5574453,889.10565,23.0
1.5234956,4.0,1.215334,1.6015373,3.0,1.5167308,934.0134,9.0
1.3956316,11.0,1.9881194,1.4748785,4.0,1.2246797,469.22836,15.0
1.5171237,5.0,1.4282234,1.799259,7.0,2.174103,912.799,12.0
1.3268024,6.0,1.7970788,1.7754627,7.0,0.6389472,922.88525,17.0
1.4059821,5.0,1.9466592,1.1595933,3.0,2.3137803,197.70468,28.0
1.5186942,3.0,1.9286218,1.5786827,4.0,1.0578709,999.7517,13.0
1.2221998,4.0,1.7631286,1.5587806,6.0,2.7193403,161.40718,5.0
1.6096476,7.0,1.2302381,1.8752464,6.0,2.550435,535.7335,10.0
1.5216341,3.0,1.3508459,1.6699921,5.0,3.0856302,497.2646,17.0
1.5676492,6.0,1.631749,1.1788622,4.0,1.6717167,994.2751,10.0
1.2024031,11.0,1.3428824,1.5952588,8.0,0.25000373,874.38367,27.0
1.4826385,4.0,1.5039257,1.5375193,3.0,2.3092742,868.55725,7.0
1.4737566,4.0,1.7285802,1.1494901,6.0,2.5249078,276.26614,22.0
1.5533353,11.0,1.0529023,1.9627239,4.0,2.3705978,950.04224,29.0
1.5464418,9.0,1.5424147,1.4548329,3.0,1.1331152,773.31635,18.0
1.4197392,9.0,1.569428,1.1737767,6.0,2.1170502,290.92325,14.0
1.4309019,7.0,1.8501966,1.4323171,7.0,2.4777665,281.12436,16.0
1.4904135,8.0,1.6541814,1.663811,4.0,0.9820064,394.73013,4.0
1.5738035,10.0,1.1483823,1.2178881,4.0,1.4486058,281.53024,29.0
1.4101441,5.0,1.5982931,1.7343788,4.0,1.7227297,153.87292,26.0
1.5566779,6.0,1.9757891,1.2983179,7.0,2.9076507,979.5962,4.0
1.5109783,9.0,1.520376,1.3849918,4.0,0.97116655,859.83997,17.0
1.3826656,6.0,1.3979044,1.0638912,6.0,1.1630883,811.6725,27.0
1.432422,5.0,1.9081174,1.78355,6.0,0.578912,754.32623,16.0
1.2846586,9.0,1.7259296,1.768308,3.0,2.923892,154.44554,20.0
1.532907,6.0,1.8812554,1.6390135,6.0,2.0661163,943.6594,7.0
1.559169,5.0,1.2991052,1.5785669,4.0,2.6711657,706.44226,23.0
1.6321123,7.0,1.1518332,1.4313966,3.0,2.216384,997.6915,16.0
1.3142657,6.0,1.3152434,1.1476094,3.0,3.1256857,147.08466,23.0
1.1371249,6.0,1.4950849,1.3905444,4.0,1.3738966,121.34852,8.0
1.5237362,9.0,1.5973445,1.1475322,4.0,2.8672938,598.75684,9.0
1.4841828,11.0,1.6267257,1.7105842,6.0,2.815895,405.494,12.0
1.4968014,11.0,1.1420085,1.4118396,7.0,2.3221796,274.41165,10.0
1.6596764,8.0,1.1540565,1.4354084,5.0,1.4665644,711.76324,9.0
1.5704807,8.0,1.4253472,1.2608554,5.0,1.3431743,335.96777,12.0
1.4563781,6.0,1.8648976,1.1545856,5.0,0.12634037,320.10693,16.0
1.4095995,5.0,1.8622547,1.1597472,6.0,1.5869902,731.05334,19.0
1.2882181,9.0,1.96508,1.2139009,8.0,1.696649,599.40564,19.0
1.1882155,5.0,1.5782961,1.1687049,3.0,1.2398975,81.07075,23.0
1.6039869,4.0,1.0666379,1.8393263,5.0,2.7788427,687.9124,13.0
1.4598926,8.0,1.7978133,1.6522639,3.0,0.43041068,406.97006,28.0
1.2715371,11.0,1.952149,1.4020652,7.0,2.3629556,626.22473,22.0
1.5600411,6.0,1.1596568,1.1024212,6.0,2.5744412,817.3265,13.0
1.4886218,3.0,1.58459,1.3985393,6.0,2.6928437,376.27502,24.0
1.5087411,7.0,1.2429035,1.5279032,8.0,2.541536,291.304,17.0
1.214858,3.0,1.9367626,1.437221,3.0,1.5273988,110.21905,19.0
1.5142775,8.0,1.6533338,1.161668,4.0,1.6131922,416.60706,8.0
1.2174274,10.0,1.3815482,1.0983691,7.0,1.3088386,105.99281,18.0
1.3273113,9.0,1.1357925,1.8926454,7.0,0.14056562,111.25657,21.0
1.4751698,11.0,1.672945,1.9178569,5.0,0.35407484,659.4476,7.0
1.277933,9.0,1.9642118,1.6930052,3.0,2.5125155,185.719,11.0
1.4699003,10.0,1.384313,1.133081,5.0,0.68217444,511.4448,19.0
1.5273236,5.0,1.3090326,1.9921877,4.0,0.016623849,422.03287,27.0
1.5752622,5.0,1.5034409,1.1896328,6.0,1.1852871,609.2328,6.0
1.526028,6.0,1.0003716,1.7949141,3.0,3.1203187,369.84207,19.0
1.2798916,8.0,1.6398821,1.2969573,4.0,0.57778114,899.9518,28.0
1.5719491,8.0,1.3411733,1.7926097,5.0,1.9503778,392.45172,10.0
1.2340776,9.0,1.135921,1.5733542,4.0,0.4732334,85.199585,26.0
1.4802041,4.0,1.4205893,1.3515707,5.0,0.44175875,432.2387,28.0
1.2040377,7.0,1.8243015,1.8299292,7.0,1.9273074,680.8895,25.0
1.3518671,6.0,1.8927655,1.5615059,6.0,1.7678996,109.549675,29.0
1.4625467,3.0,1.6075548,1.2497052,7.0,3.102829,453.39435,5.0
1.4684311,5.0,1.6227366,1.2354457,3.0,3.1367476,781.4199,28.0
1.6214936,8.0,1.0124143,1.5227368,4.0,1.4572983,924.6871,23.0
1.4664828,11.0,1.1907613,1.1420254,8.0,2.0214932,385.81143,3.0
1.410306,6.0,1.6332269,1.9702215,7.0,3.1372075,642.9012,21.0
1.54712,6.0,1.308777,1.8197713,3.0,0.5371202,506.6587,12.0
1.407015,5.0,1.6992079,1.084149,7.0,0.4213775,367.58936,29.0
1.3317825,10.0,1.2257667,1.2065681,8.0,1.140539,792.11786,19.0
1.5218631,10.0,1.1478058,1.0811952,4.0,1.7510672,690.2757,21.0
1.3423686,9.0,1.1571678,1.5241133,5.0,1.2836975,160.66833,13.0
1.1099827,5.0,1.4783527,1.2716492,3.0,1.4507062,95.03094,12.0
1.4189217,9.0,1.6096189,1.3637344,7.0,1.1757257,203.90419,23.0
1.3873198,10.0,1.8649673,1.6011668,8.0,1.1626909,464.69046,4.0
1.6150001,8.0,1.2056448,1.9570613,3.0,1.8974792,347.50793,26.0
1.5281041,4.0,1.952514,1.7213411,4.0,1.7997586,491.76443,18.0
1.4861695,4.0,1.26048,1.6399475,3.0,1.9708968,357.6743,18.0
1.3085375,8.0,1.6893127,1.8374981,7.0,1.5905135,172.34512,15.0
1.4563065,7.0,1.7488706,1.8188753,6.0,2.3701408,371.01843,9.0
1.4400299,3.0,1.4028887,1.3440552,7.0,0.5991889,582.0101,26.0
1.5482694,9.0,1.3023518,1.3721997,5.0,1.0412847,473.06348,23.0
1.5859413,7.0,1.0348777,1.590762,7.0,2.4003856,338.37088,25.0
1.4840759,9.0,1.832728,1.1749521,6.0,1.8290533,429.56635,8.0
1.1850852,10.0,1.6290677,1.9665289,5.0,0.7848078,97.76775,11.0
1.2677735,7.0,1.9928453,1.3352551,8.0,1.7982478,758.3779,16.0
1.5753984,6.0,1.6910455,1.6781543,6.0,2.0563664,652.7062,5.0
1.4317378,6.0,1.9957145,1.7435638,8.0,0.96130127,426.88348,13.0
1.5368879,3.0,1.6566654,1.8840488,5.0,0.87836915,742.25867,16.0
1.558022,5.0,1.3739212,1.635229,4.0,2.218617,322.02734,26.0
1.4592253,10.0,1.4370713,1.0141507,8.0,3.102427,538.49,11.0
1.344536,9.0,1.976946,1.2652286,6.0,1.0737755,512.5215,14.0
1.6490158,7.0,1.1989318,1.4300855,4.0,1.2257969,717.87195,12.0
1.5195111,5.0,1.879915,1.7463894,7.0,1.8392302,470.14444,8.0
1.4958991,10.0,1.0807177,1.6362611,8.0,0.011299526,423.34192,5.0
1.340271,7.0,1.8217909,1.9347419,6.0,2.9543524,231.95622,12.0
1.5195024,7.0,1.957081,1.3970736,8.0,0.6934161,916.71533,5.0
1.5768732,7.0,1.026548,1.9301097,8.0,2.7798076,328.79184,23.0
1.4324389,10.0,1.0983547,1.0552821,8.0,2.9600754,732.58093,18.0
1.241075,5.0,1.962508,1.9192661,7.0,1.1131095,58.211796,28.0
1.6222754,9.0,1.0376947,1.4017987,5.0,0.8880754,260.6656,24.0
1.2447951,10.0,1.587983,1.389559,6.0,0.9625242,543.3961,26.0
1.4868902,10.0,1.30359,1.6744903,6.0,2.1402085,733.14856,20.0
1.5125725,5.0,1.2905198,1.3041656,5.0,2.0826702,526.0457,27.0
1.4940903,8.0,1.8614161,1.1837096,4.0,2.2783897,913.09174,8.0
1.3454338,9.0,1.8843064,1.2848561,5.0,2.3424196,175.44388,20.0
1.3757615,4.0,1.6150986,1.236311,3.0,0.98521733,245.69344,16.0
1.1933131,10.0,1.9767643,1.737256,8.0,0.48108116,541.6669,18.0
1.3495523,11.0,1.4607548,1.1154168,5.0,1.2260213,399.2667,29.0
1.4965264,3.0,1.3613685,1.7648761,6.0,2.9194937,310.97778,15.0
1.4534992,11.0,1.48566,1.8063991,7.0,0.11878388,359.84003,28.0
1.0452255,7.0,1.9850612,1.8940772,8.0,0.07343765,994.2035,28.0
1.6943029,10.0,1.0237093,1.6893356,6.0,1.785283,737.2235,13.0
1.2632055,5.0,1.5147016,1.7473757,7.0,1.1250889,144.72594,8.0
1.5828243,9.0,1.4207366,1.2430332,3.0,0.981597,864.5744,13.0
1.3044965,9.0,1.4804091,1.7873552,8.0,3.0485568,894.6555,26.0
1.2265415,8.0,1.0387679,1.6714966,5.0,2.8786762,123.643776,15.0
1.6081533,9.0,1.1223925,1.9160446,4.0,0.5734078,540.19885,20.0
1.3468229,4.0,1.9124602,1.7014377,8.0,2.8531468,899.8346,17.0
1.6141286,5.0,1.205943,1.7232215,7.0,1.6385481,619.6521,7.0
1.5805346,7.0,1.1117625,1.0788108,6.0,1.5136764,480.80054,19.0
1.5088156,6.0,1.1594936,1.007918,8.0,0.22675772,623.68756,12.0
1.5695488,9.0,1.3850061,1.3634762,6.0,2.667072,983.31946,7.0
1.5660992,4.0,1.1511772,1.6643238,5.0,2.6647031,695.8636,22.0
1.5106387,11.0,1.2864664,1.7299709,6.0,0.5055608,304.44748,10.0
1.4463732,7.0,1.8830132,1.5458586,4.0,0.22066018,267.55615,30.0
1.5498617,4.0,1.073566,1.2997811,7.0,2.1693835,852.8185,12.0
1.6039292,10.0,1.2321538,1.6453918,6.0,1.6516038,382.30325,4.0
1.4048609,7.0,1.6275164,1.516922,8.0,0.48341212,531.132,17.0
1.4816667,4.0,1.9309301,1.2641209,6.0,2.1957037,372.6026,10.0
1.4086242,6.0,1.0319567,1.1148641,4.0,2.6110103,260.42136,9.0
1.5764649,8.0,1.1962206,1.00146,5.0,1.6937801,912.06555,12.0
1.2892405,7.0,1.289941,1.8306483,3.0,3.0642512,265.60425,6.0
1.5756658,5.0,1.2082781,1.982961,5.0,2.95795,295.6893,25.0
1.5274339,7.0,1.2729828,1.1071521,8.0,1.9826363,411.52945,13.0
1.5188915,5.0,1.539901,1.9052975,5.0,1.4279633,313.1378,13.0
1.5037525,10.0,1.6904559,1.3257173,3.0,1.5855105,846.38,13.0
1.5286043,8.0,1.2031714,1.9954901,7.0,0.06851368,882.6342,5.0
1.4941678,6.0,1.9593762,1.4024745,7.0,2.8809555,624.5234,5.0
1.4709119,4.0,1.4998205,1.0599638,4.0,2.1120877,354.4741,14.0
1.6093655,9.0,1.1835924,1.2935727,8.0,1.144667,425.67932,13.0
1.4376706,8.0,1.6970167,1.7082523,7.0,2.869557,428.22598,16.0
1.4949064,9.0,1.410113,1.8328961,5.0,0.33247507,242.56938,22.0
1.5960708,4.0,1.009293,1.8181177,3.0,2.905919,812.8289,30.0
1.4781712,5.0,1.1348329,1.2863766,5.0,2.8937938,368.3065,10.0
1.5669875,10.0,1.1459249,1.5817891,6.0,0.99023575,386.7304,27.0
1.4939325,6.0,1.3915529,1.0521835,6.0,2.3631854,489.11087,25.0
1.6000147,5.0,1.0531117,1.6912134,6.0,2.2361484,552.526,13.0
1.4167392,6.0,1.0840484,1.024671,8.0,0.65340537,636.4606,28.0
1.5169082,4.0,1.0791276,1.1469988,7.0,0.79551995,306.09122,9.0
1.1326101,6.0,1.1140938,1.8055943,5.0,0.53283155,93.29355,7.0
1.2439318,4.0,1.8931121,1.0371565,3.0,2.0676527,209.78865,4.0
1.5680866,7.0,1.224402,1.8072395,6.0,2.639786,565.15393,14.0
1.6321536,9.0,1.0651431,1.9545722,8.0,1.0800568,224.44511,25.0
1.3949419,10.0,1.4955097,1.1297618,5.0,2.8902626,879.945,17.0
1.4900082,7.0,1.5318481,1.9786341,6.0,2.898554,308.86987,24.0
1.3402961,8.0,1.3567451,1.3513657,6.0,0.81616896,740.21173,27.0
1.5293022,6.0,1.3352302,1.6192988,4.0,0.25201482,894.0104,17.0
1.4497064,6.0,1.2223366,1.9239975,7.0,0.039296888,172.18413,21.0
1.5734532,9.0,1.2481683,1.026818,5.0,0.89199626,612.2441,5.0
1.6021601,10.0,1.0405542,1.3165338,4.0,2.9174535,745.9051,23.0
1.2683437,4.0,1.5573812,1.946314,7.0,2.6258345,147.97836,10.0
1.4817138,10.0,1.1885902,1.202689,4.0,2.9590206,616.2171,4.0
1.4004532,6.0,1.6748823,1.4821526,7.0,2.768001,349.62033,29.0
1.5025092,6.0,1.3758596,1.7182739,6.0,2.412029,779.85956,19.0
1.3882564,9.0,1.4196254,1.3578169,7.0,1.074588,713.92224,16.0
1.0210296,4.0,1.1305629,1.0153179,4.0,1.4895983,55.624313,11.0
1.4599537,7.0,1.369438,1.0251056,5.0,0.9767978,587.4746,23.0
1.5077198,3.0,1.0683807,1.4559573,6.0,0.19289593,415.03818,14.0
1.4266137,7.0,1.4135575,1.6103203,7.0,2.4947348,475.22305,22.0
1.1306603,10.0,1.6703551,1.8825803,6.0,2.962875,985.4847,28.0
1.3894719,8.0,1.652223,1.9608781,8.0,1.0727886,187.55176,24.0
1.481926,3.0,1.4123962,1.5682515,7.0,1.2090994,849.8185,17.0
1.4722706,8.0,1.6101992,1.4909493,5.0,1.9125131,876.8228,13.0
1.0931067,10.0,1.9200902,1.9983491,7.0,1.0644747,601.0224,27.0
1.3469294,4.0,1.4815922,1.6200854,8.0,0.13386041,711.85785,29.0
1.5360421,5.0,1.7148937,1.1767162,5.0,1.4224097,817.62634,12.0
1.5787839,9.0,1.0373425,1.3847612,4.0,2.8562548,717.71497,28.0
1.5720578,9.0,1.4013671,1.908407,3.0,2.9205372,683.1224,25.0
1.4991753,7.0,1.465187,1.3538247,4.0,1.5709536,569.0822,28.0
1.2488464,4.0,1.7664735,1.175407,6.0,1.5999906,71.41882,26.0
1.5143622,4.0,1.155031,1.4047514,7.0,0.37123317,918.8511,16.0
1.4356583,4.0,1.3244184,1.2917117,6.0,3.0405953,646.83685,4.0
1.5800103,4.0,1.237905,1.8802581,3.0,0.45837373,496.06592,30.0
1.4218069,5.0,1.018057,1.3027045,7.0,1.3842789,178.39316,10.0
1.378484,11.0,1.5696019,1.43984,5.0,2.1011393,448.2319,27.0
1.4896947,9.0,1.604888,1.8716506,5.0,2.8655367,543.9304,4.0
1.3632096,4.0,1.4406352,1.0364137,5.0,2.8740964,928.8425,29.0
1.2536063,11.0,1.9264965,1.684197,7.0,1.7483977,300.44846,28.0
1.0648726,8.0,1.0091184,1.882623,5.0,0.21592215,57.77204,10.0
1.3970286,7.0,1.7466272,1.6924686,3.0,0.10962684,235.70128,17.0
1.4990572,4.0,1.9903705,1.0054611,3.0,0.68159926,695.6068,14.0
1.5552694,3.0,1.0070933,1.0518259,5.0,3.036897,611.86,28.0
1.4963264,9.0,1.3499196,1.0801932,4.0,1.1257602,631.4332,24.0
1.5587049,9.0,1.1808226,1.6713896,4.0,2.809186,758.47253,29.0
1.4912944,4.0,1.6599553,1.3920836,4.0,2.9250832,707.96014,5.0
1.6486156,11.0,1.0488838,1.95998,5.0,1.4313623,760.01227,19.0
1.1348981,10.0,1.8493081,1.9360108,7.0,1.779274,615.32367,21.0
1.5344771,6.0,1.105541,1.4929128,7.0,2.8837001,538.58484,26.0
1.5084045,4.0,1.3846953,1.0429147,7.0,0.81546795,420.4431,13.0
1.5501432,5.0,1.3996162,1.230463,6.0,1.5260662,524.7707,18.0
1.4192213,7.0,1.6433898,1.2532548,6.0,0.5022333,438.90457,3.0
1.4569805,9.0,1.08766,1.8781648,8.0,2.504151,945.47656,20.0
1.5355536,3.0,1.3239942,1.2806747,4.0,1.2577529,870.144,22.0
1.4804233,7.0,1.1416409,1.7649798,8.0,2.2265556,999.1548,17.0
1.4204412,3.0,1.346595,1.8214824,3.0,2.090987,692.82806,7.0
1.6298714,9.0,1.0301124,1.7742687,7.0,1.4948997,969.92975,13.0
1.4846705,3.0,1.869794,1.0750847,6.0,2.467434,442.42645,19.0
1.5140417,3.0,1.774914,1.4114572,5.0,1.0098921,401.71164,14.0
1.6253425,9.0,1.0602334,1.9655766,6.0,2.774911,956.59686,14.0
1.4668379,6.0,1.5062193,1.6811821,5.0,0.12560456,420.13367,27.0
1.4249659,5.0,1.2607294,1.6514722,5.0,2.1447668,935.41693,26.0
1.5317551,11.0,1.2995607,1.2001317,5.0,1.2740526,727.1578,11.0
1.5297221,7.0,1.5544319,1.1194825,4.0,1.0175225,861.97986,11.0
1.4442983,7.0,1.3875772,1.4269761,4.0,1.6192462,824.21796,29.0
1.5219841,4.0,1.9291009,1.7956519,5.0,1.5087649,625.6921,15.0
1.6250902,8.0,1.180752,1.9475892,6.0,0.7192679,648.69165,11.0
1.3801701,5.0,1.6257222,1.449787,4.0,2.3022158,972.1462,26.0
1.573509,9.0,1.2539301,1.5201899,5.0,1.877065,299.97293,21.0
1.1455152,4.0,1.5724875,1.3020215,6.0,2.6658425,102.475395,6.0
1.4467543,10.0,1.6470993,1.4038377,4.0,0.5441571,276.96713,26.0
1.4847447,4.0,1.8804567,1.849053,8.0,0.18262373,910.712,6.0
1.1075459,9.0,1.0213767,1.4304767,6.0,0.3690059,74.62069,14.0
1.5138863,4.0,1.3472522,1.014379,7.0,2.9805608,895.14734,12.0
1.391255,11.0,1.2058746,1.593809,7.0,0.76106477,967.31995,19.0
1.5764278,3.0,1.5429446,1.463076,4.0,1.8621565,529.908,16.0
1.4926034,7.0,1.5113251,1.2603475,8.0,0.90609235,295.0461,14.0
1.3259122,3.0,1.0031776,1.8746637,5.0,2.5967724,175.71443,14.0
1.477148,3.0,1.2309577,1.8225183,3.0,2.626813,487.1541,12.0
1.5777642,6.0,1.1222342,1.2003858,7.0,2.5876958,585.0814,11.0
1.3994917,10.0,1.4079272,1.5053602,4.0,0.25345746,550.8665,3.0
1.3370819,10.0,1.9097859,1.2123072,7.0,1.5758681,334.4773,21.0
1.3945161,8.0,1.2333522,1.0617057,6.0,2.8054762,951.6528,18.0
1.5296183,8.0,1.25491,1.6780323,3.0,0.7974313,406.8071,10.0
1.4700627,10.0,1.1985073,1.7813137,5.0,1.6245679,285.71594,4.0
1.4868859,4.0,1.5841405,1.98718,5.0,2.4613473,382.5826,14.0
1.4186496,6.0,1.8270615,1.0713253,8.0,0.733923,340.07516,20.0
1.1271688,8.0,1.1391538,1.880687,5.0,0.878558,76.97154,11.0
1.3843746,11.0,1.4948595,1.630136,5.0,0.70207214,491.20026,28.0
1.4615562,6.0,1.1379741,1.3913074,5.0,2.500486,872.7839,26.0
1.636466,8.0,1.0170935,1.4563189,6.0,0.655108,507.27454,18.0
1.2577896,9.0,1.9197888,1.3475243,7.0,0.27156243,118.2829,15.0
1.532479,6.0,1.421808,1.9726855,5.0,0.022225043,797.1211,9.0
1.3937576,8.0,1.4073219,1.215638,7.0,0.11963179,990.2347,14.0
1.5741577,8.0,1.3581429,1.5536287,5.0,1.0062407,346.8864,25.0
1.433175,10.0,1.7286696,1.1152542,8.0,2.5430577,335.8358,16.0
1.6154089,6.0,1.7435654,1.7603918,7.0,1.3909676,989.7824,5.0
1.5064837,3.0,1.7229923,1.7569855,5.0,2.8664796,965.932,7.0
